h_p_um,oil,eps_max,W_smooth,W_tex,W_gain,f_smooth,f_tex,f_gain,Ftr_smooth,Ftr_tex,Ftr_gain,Nloss_smooth,Nloss_tex,Nloss_gain,pmax_smooth_MPa,pmax_tex_MPa,pmax_gain,Q_smooth_cm3s,Q_tex_cm3s,Q_gain
30,Минеральное,0.80,10431.6,12453.2,1.194,0.00745,0.00613,0.823,77.69,76.33,0.982,854.3,839.3,0.982,7.27,8.71,1.197,0.3519,0.3760,1.069
30,Рапсовое,0.80,11777.0,14109.9,1.198,0.00749,0.00615,0.820,88.26,86.71,0.982,970.5,953.4,0.982,8.15,9.81,1.204,0.3524,0.3769,1.069
